"CourseID","Part","Crsdate","StuID","ID","LName","FName","MName","Degree","Title","OrgName","Phone","Phone2","Fax","Email","OrgAdd1","OrgAdd2","OrgCity","OrgState","OrgZip","OrgCountry","Sex","Amind","Asian","Black","White","Pacific","Hispanic","OccClas","ProfC","ProfCSp","FunRC","FunRCSp","ProfN","ProfNSp","FunRN","FunRNSp","WorkSt","WorkZip","Orgtype","Tspecify","CBOFund","CBOCDC","CBOOth","CBAFund","CBACDC","CBAOth","FocSTD","FocHIV","FocWRH","FocGen","FocAdol","FocMH","FocSub","FocEm","FocCor","FocOth","FocSpec","PopGen","PopAdol","PopGLB","PopTran","PopHome","PopCorr","PopPreg","PopSW","PopAA","PopAs","PopNH","PopAIAN","PopHisp","PopImm","PopIDU","PopSub","PopHIV","PopOth","PopSpec","Market","Mspecify"
"CI199001A","1","01/27/2011","JECR0124","CI199001A01/27/2011JECR0124","","","","","","","","","","","","","","","","","F","","","","","","","2","","","","","4","","13","","IL","62321","27","Local Health Department","","","","","","","N","N","Y","N","Y","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","9",""
"CI199001A","1","01/27/2011","JOCL0219","CI199001A01/27/2011JOCL0219","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","IL","62205","17","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","RARA1005","CI199001A01/27/2011RARA1005","","","","","","","","","","","","","","","","","F","","","","","","","1","4","","18","","","","1","","IL","62568","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","FOQA0616","CI199001A01/27/2011FOQA0616","","","","","","","","","","","","","","","","","F","","","","","","","1","7","Case Manager","5","","","","1","","IL","60014","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Women","2",""
"CI199001A","1","01/27/2011","MAKE0813","CI199001A01/27/2011MAKE0813","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","4","","","","1","","IL","61520","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","ANBO0619","CI199001A01/27/2011ANBO0619","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","60617","22","","","","","","","","N","N","Y","Y","N","N","N","N","N","N","","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","LAWI0109","CI199001A01/27/2011LAWI0109","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","IL","62521","22","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","NOKA1210","CI199001A01/27/2011NOKA1210","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","62526","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","JAEC0604","CI199001A01/27/2011JAEC0604","","","","","","","","","","","","","","","","","F","","","","","","","1","4","","3","","","","1","","IL","62681","22","","","","","","","","N","N","N","N","N","Y","Y","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","JUWA0626","CI199001A01/27/2011JUWA0626","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","4","","","","1","","IL","62363","17","","","","","","","","N","N","Y","N","Y","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","8",""
"CI199001A","1","01/27/2011","EMDI0407","CI199001A01/27/2011EMDI0407","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","61032","22","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Women","3",""
"CI199001A","1","01/27/2011","REGA0930","CI199001A01/27/2011REGA0930","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","18","RN","","","1","","IL","60633","22","","","","","","","","Y","N","N","N","Y","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","9","employer"
"CI199001A","1","01/27/2011","PAGA0514","CI199001A01/27/2011PAGA0514","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","62025","17","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","3",""
"CI199001A","1","01/27/2011","LOMO1030","CI199001A01/27/2011LOMO1030","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","2","","","","1","","IL","60617","27","Community Health Center","","","","","","","N","N","N","N","N","N","N","N","N","N","general womens health","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","JIMI0709","CI199001A01/27/2011JIMI0709","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","61603","21","","","","","","","","N","N","N","N","N","N","N","N","N","Y","Breast/Cervical Cancer","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Women 35-64","2",""
"CI199001A","1","01/27/2011","AMPR1010","CI199001A01/27/2011AMPR1010","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","62095","27","Local Health Department","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","CYSH1016","CI199001A01/27/2011CYSH1016","","","","","","","","","","","","","","","","","F","","","","","","","1","4","","1","","","","1","","IL","61455","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","IBCCP","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","JUST0723","CI199001A01/27/2011JUST0723","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","3","","","","1","","IL","61554","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","LICO1006","CI199001A01/27/2011LICO1006","","","","","","","","","","","","","","","","","F","","","","","","","1","5","","1","","","","1","","IL","61874","21","","","","","","","","N","N","N","Y","N","N","N","Y","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","KAHI0716","CI199001A01/27/2011KAHI0716","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","4","","","","1","","IL","60970","17","","","","","","","","N","N","Y","N","Y","N","N","N","N","N","","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","","3",""
"CI199001A","1","01/27/2011","CORO0226","CI199001A01/27/2011CORO0226","","","","","","","","","","","","","","","","","F","","","","","","","1","4","","1","","","","1","","IL","62367","17","","","","","","","","Y","N","N","Y","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","ANPE1116","CI199001A01/27/2011ANPE1116","","","","","","","","","","","","","","","","","F","","","","","","","1","4","","1","","","","1","","IL","61443","22","","","","","","","","Y","N","N","N","Y","N","N","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","6",""
"CI199001A","1","01/27/2011","ANJA1111","CI199001A01/27/2011ANJA1111","","","","","","","","","","","","","","","","","F","","","","","","","1","4","","1","","","","1","","IL","61491","22","","","","","","","","Y","N","N","N","Y","N","N","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","6",""
"CI199001A","1","01/27/2011","ANHE0226","CI199001A01/27/2011ANHE0226","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","4","","","","1","","IL","60603","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","Y","Y","N","N","Y","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","DISH1119","CI199001A01/27/2011DISH1119","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","IL","62330","17","","","","","","","","Y","N","N","Y","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","JUCU0307","CI199001A01/27/2011JUCU0307","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","IL","60970","22","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","STGO0831","CI199001A01/27/2011STGO0831","","","","","","","","","","","","","","","","","F","","","","","","","2","","","","","10","Rn/Agency Supervisor","4","","IL","62047","17","","","","","","","","Y","N","N","N","Y","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","MEVA0601","CI199001A01/27/2011MEVA0601","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","13","","","","1","","IL","60622","22","","","","","","","","N","N","Y","N","Y","N","N","N","N","N","","N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","LIDA0818","CI199001A01/27/2011LIDA0818","","","","","","","","","","","","","","","","","F","","","","","","","1","4","","1","","","","1","","IL","62521","22","","4","","","","","","Y","N","N","N","Y","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","BREL0306","CI199001A01/27/2011BREL0306","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62864","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","1",""
"CI199001A","1","01/27/2011","JAAD0513","CI199001A01/27/2011JAAD0513","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62801","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","5",""
"CI199001A","1","01/27/2011","PESH1111","CI199001A01/27/2011PESH1111","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","4","","","","1","","IL","61820","22","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","3",""
"CI199001A","1","01/27/2011","MIRI0816","CI199001A01/27/2011MIRI0816","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","61801","22","","","","","","","","N","N","N","N","N","N","N","N","N","Y","BR and CX CA","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","women 35-64","3",""
"CI199001A","1","01/27/2011","NAPO0228","CI199001A01/27/2011NAPO0228","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62801","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","1",""
"CI199001A","1","01/27/2011","JUKR0213","CI199001A01/27/2011JUKR0213","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","61820","22","","","","","","","","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","6",""
"CI199001A","1","01/27/2011","HEBU0126","CI199001A01/27/2011HEBU0126","","","","","","","","","","","","","","","","","F","","","","","","","1","2","","1","","","","1","","CT","06401","18","","","","","","","","Y","N","N","N","Y","N","N","N","N","N","","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","COJA1219","CI199001A01/27/2011COJA1219","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62801","16","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","1",""
"CI199001A","1","01/27/2011","ELSC0528","CI199001A01/27/2011ELSC0528","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62801","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","1",""
"CI199001A","1","01/27/2011","JELU1117","CI199001A01/27/2011JELU1117","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62801","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","MARU0810","CI199001A01/27/2011MARU0810","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62877","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","CRRE1116","CI199001A01/27/2011CRRE1116","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","61742","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","6",""
"CI199001A","1","01/27/2011","CHAC0705","CI199001A01/27/2011CHAC0705","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","5","","1","","8","","1","","IL","62205","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","NICH1122","CI199001A01/27/2011NICH1122","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","2","","1","","8","","1","","IL","60612","22","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","Underserved","3",""
"CI199001A","1","01/27/2011","PABO0621","CI199001A01/27/2011PABO0621","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","4","","8","","1","","IL","62274","22","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","LYMC0917","CI199001A01/27/2011LYMC0917","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","2","","","","","10","Director of Nursing","2","","IL","61530","17","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","PAAB0610","CI199001A01/27/2011PAAB0610","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","4","","8","","1","","IL","61061","17","","","","","","","","Y","N","N","N","N","N","N","N","N","Y","medical case management","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","ROBA0624","CI199001A01/27/2011ROBA0624","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","16","","","","1","","IL","60901","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","GLHO1013","CI199001A01/27/2011GLHO1013","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","13","","","","1","","IL","62016","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","GEDA0101","CI199001A01/27/2011GEDA0101","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","3","","","","99","","IL","62052","27","Local Health Dept","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","KAO'0101","CI199001A01/27/2011KAO'0101","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","1","","","","1","","IL","62966","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","PAHE0101","CI199001A01/27/2011PAHE0101","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","1","","","","1","","IL","60098","22","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","LIDE0101","CI199001A01/27/2011LIDE0101","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","61443","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","SUJA0117","CI199001A01/27/2011SUJA0117","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","16","","","","1","","IL","62521","17","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","STBR0713","CI199001A01/27/2011STBR0713","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","1","","","","1","","IL","62521","22","","","","","","","","Y","N","N","N","N","N","N","N","N","Y","TB","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","CAEB0919","CI199001A01/27/2011CAEB0919","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","16","","","","1","","IL","60901","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","LIRH0118","CI199001A01/27/2011LIRH0118","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","2","","","","","4","","11","","IL","61764","17","","","","","","","","N","N","Y","N","Y","N","N","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","ROSC1010","CI199001A01/27/2011ROSC1010","","","","","","","","","","","","","","","","","M","","","","","","","1","3","","16","","","","1","","IL","62095","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","KIGU1219","CI199001A01/27/2011KIGU1219","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","4","","","","1","","IL","61568","22","","","","","","","","N","N","Y","N","N","N","N","N","N","Y","Cancer Prevention","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","women over 35 w/ no ins","3",""
"CI199001A","1","01/27/2011","CYGR1026","CI199001A01/27/2011CYGR1026","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62095","27","Health dept","","","","","","","N","N","Y","N","N","N","N","N","N","Y","Breast and Cervical","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Non-insured females 35-64","3",""
"CI199001A","1","01/27/2011","GLGR0102","CI199001A01/27/2011GLGR0102","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","6","","","","1","","IL","62095","27","health department","","","","","","","Y","N","N","N","N","N","N","N","N","Y","breast and cervical","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","uninsured women","3",""
"CI199001A","1","01/27/2011","MAPO0419","CI199001A01/27/2011MAPO0419","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","3","","","","1","","IL","61350","27","County Health Department","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
